avaliacao_id,produto_id,cliente_id,nota,data_avaliacao,comentario
1742,129,1170,5.0,2024-06-18,
1743,129,1219,4.5,2024-07-10,Entrega rápida e produto perfeito.
1744,129,645,4.0,2025-12-23,
1745,129,848,1.5,2024-10-05,Qualidade baixa.
1746,129,926,3.0,2025-01-15,
1747,129,443,4.5,2024-11-05,Excelente qualidade.
1748,129,767,2.5,2024-04-24,
1749,129,190,4.5,2024-07-25,Ótimo produto!
1750,129,1025,2.0,2025-05-09,Poderia ser melhor.
1751,129,1073,3.5,2025-05-10,Razoável.
1752,129,202,1.0,2024-05-26,
1753,129,1386,5.0,2025-06-12,
1754,129,1484,2.5,2024-07-29,Dentro do esperado.
1755,130,9,4.0,2024-04-28,Ótimo produto!
1756,130,1218,4.5,2025-12-04,
1757,130,957,3.5,2024-12-07,
1758,130,1067,4.0,2024-04-15,
1759,130,47,1.0,2024-11-15,Não recomendo.
1760,130,430,2.5,2025-10-16,Cumpre o prometido.
1761,130,567,3.0,2024-10-20,Dentro do esperado.
1762,130,241,1.5,2025-11-18,Chegou com defeito.
1763,130,235,2.0,2024-10-07,Não vale o preço.
1764,130,1112,4.5,2024-07-30,Custo-benefício excelente.
1765,130,290,0.5,2024-10-04,
1766,130,1176,4.5,2024-10-17,"Muito bom, recomendo."
1767,130,1256,3.5,2024-11-14,
1768,130,909,2.5,2025-07-07,Produto ok.
1769,130,1384,4.5,2025-04-27,Adorei!
1770,130,177,5.0,2024-02-25,Excelente qualidade.
1771,130,1221,4.0,2025-12-22,
1772,130,1414,3.5,2025-10-06,
1773,130,729,3.0,2025-09-23,Cumpre o prometido.
1774,131,1093,4.5,2025-11-17,Funciona perfeitamente.
1775,131,270,3.5,2025-08-04,Regular.
1776,131,200,3.5,2025-04-24,Regular.
1777,131,1455,4.0,2025-10-21,
1778,131,475,4.5,2025-04-26,
1779,131,1264,5.0,2024-05-27,Custo-benefício excelente.
1780,131,376,5.0,2025-02-05,
1781,131,677,4.0,2025-11-12,
1782,131,929,3.5,2024-11-28,Produto ok.
1783,131,232,4.0,2025-05-01,Funciona perfeitamente.
1784,131,579,4.0,2024-06-23,
1785,131,1177,1.0,2025-09-10,Não vale o preço.
1786,131,1463,4.0,2025-02-19,
1787,131,1139,4.5,2024-11-29,
1788,131,1092,3.5,2024-11-05,Nem bom nem ruim.
1789,131,489,2.5,2025-02-27,
1790,131,326,4.5,2025-07-15,
1791,131,136,3.5,2025-01-28,Regular.
1792,131,883,2.0,2025-08-28,
1793,131,1162,3.0,2025-03-21,
1794,131,1422,4.5,2025-07-11,"Muito bom, recomendo."
1795,131,1176,4.0,2025-12-29,
1796,131,1213,3.0,2024-04-27,Razoável.
1797,131,200,3.5,2025-07-22,
1798,131,631,2.0,2024-06-29,
1799,131,1226,2.0,2024-03-12,Demorou muito para chegar.
1800,131,1013,1.0,2024-12-01,
1801,131,186,3.5,2024-03-03,Cumpre o prometido.
1802,131,1303,1.0,2025-08-17,
1803,131,1354,1.0,2024-05-30,Não recomendo.
1804,132,1184,2.0,2025-09-22,Qualidade baixa.
1805,132,649,3.5,2025-11-28,Regular.
1806,132,891,4.5,2024-11-07,
1807,132,183,5.0,2024-12-18,Qualidade superior.
1808,132,828,2.5,2025-06-06,
1809,132,128,3.0,2024-10-28,Nem bom nem ruim.
1810,132,2,3.0,2024-02-24,
1811,132,225,1.5,2025-01-02,
1812,132,482,0.5,2024-02-01,Demorou muito para chegar.
1813,132,652,3.0,2025-10-02,
1814,132,782,4.5,2025-02-19,Superou minhas expectativas.
1815,132,356,1.5,2025-11-09,Qualidade baixa.
1816,132,788,2.5,2025-07-22,
1817,132,855,5.0,2025-01-03,Excelente qualidade.
1818,132,24,5.0,2024-05-17,Ótimo produto!
1819,133,1348,3.0,2025-05-13,Cumpre o prometido.
1820,133,282,3.5,2024-03-27,
1821,133,934,3.0,2025-03-01,
1822,133,1238,3.0,2025-12-13,
1823,133,369,3.5,2025-09-30,Dentro do esperado.
1824,133,922,2.5,2025-07-19,Cumpre o prometido.
1825,133,870,3.5,2024-07-09,
1826,134,1459,2.0,2024-08-30,Demorou muito para chegar.
1827,134,1181,3.0,2025-07-13,Produto ok.
1828,134,990,3.0,2025-08-04,
1829,134,1189,4.0,2024-04-25,"Muito bom, recomendo."
1830,134,1496,3.5,2024-05-25,
1831,134,953,3.0,2024-10-13,Nem bom nem ruim.
1832,134,182,4.0,2025-09-16,"Muito bom, recomendo."
1833,134,1298,2.0,2025-12-01,Não recomendo.
1834,134,109,4.0,2025-09-19,
1835,134,23,3.5,2025-07-01,Nem bom nem ruim.
1836,134,1176,2.0,2025-04-25,
1837,134,723,3.5,2025-03-07,
1838,134,593,2.5,2024-10-28,Regular.
1839,134,623,4.0,2025-09-03,
1840,134,534,4.5,2025-07-31,Funciona perfeitamente.
1841,134,347,3.5,2025-08-15,Regular.
1842,134,1279,2.0,2024-10-25,Não funcionou como esperado.
1843,134,260,5.0,2024-03-25,Entrega rápida e produto perfeito.
1844,135,1262,3.5,2024-05-15,Razoável.
1845,135,229,3.5,2024-01-15,
1846,135,310,4.5,2025-08-28,
1847,135,360,2.0,2025-01-13,Qualidade baixa.
1848,135,371,4.0,2025-05-11,
1849,135,703,4.0,2024-02-03,
1850,135,1220,2.5,2024-05-28,
1851,135,1016,3.0,2024-06-06,
1852,135,785,2.0,2025-02-26,Não funcionou como esperado.
1853,135,343,4.5,2025-10-14,Custo-benefício excelente.
1854,135,1316,1.5,2024-02-25,Não vale o preço.
1855,136,951,3.5,2024-06-20,Razoável.
1856,136,1091,3.0,2025-05-02,Regular.
1857,136,799,5.0,2025-12-23,Excelente qualidade.
1858,136,891,0.5,2025-06-27,Não funcionou como esperado.
1859,137,647,4.5,2025-11-25,
1860,137,85,4.5,2025-11-30,Melhor compra do ano.
1861,137,725,5.0,2025-10-14,
1862,137,1251,4.5,2025-03-18,
1863,137,687,3.0,2024-10-06,Produto ok.
1864,137,1341,4.0,2024-09-18,Funciona perfeitamente.
1865,137,496,3.0,2025-11-22,
1866,137,400,2.0,2025-08-25,Chegou com defeito.
1867,137,1122,5.0,2024-11-16,Ótimo produto!
1868,137,25,5.0,2024-03-10,Melhor compra do ano.
1869,137,1404,3.0,2024-04-16,Cumpre o prometido.
1870,137,516,4.5,2024-10-17,Ótimo produto!
1871,137,189,3.0,2025-09-26,Nem bom nem ruim.
1872,137,445,0.5,2025-11-03,
1873,137,250,2.5,2025-10-15,
1874,138,1239,3.0,2024-03-29,Regular.
1875,138,1160,3.0,2025-10-25,
1876,138,228,4.5,2024-07-08,
1877,138,604,4.5,2024-09-16,"Muito bom, recomendo."
1878,138,929,4.0,2025-10-16,
1879,138,875,1.5,2024-10-10,
1880,138,663,5.0,2025-11-14,"Muito bom, recomendo."
1881,138,128,2.0,2024-10-10,Poderia ser melhor.
1882,138,529,3.0,2024-03-02,
1883,138,365,4.5,2024-09-28,Funciona perfeitamente.
1884,138,1250,4.0,2024-07-24,Funciona perfeitamente.
1885,139,1108,1.0,2024-05-27,
1886,139,1258,3.0,2024-08-11,
1887,139,1466,1.5,2025-03-28,Decepcionante.
1888,139,145,3.5,2024-03-15,Razoável.
1889,139,39,1.5,2025-04-01,
1890,139,1338,3.0,2024-06-01,
1891,140,800,4.5,2025-11-11,Custo-benefício excelente.
1892,140,1177,2.5,2025-02-04,Regular.
1893,140,980,3.0,2025-05-17,Regular.
1894,140,1107,5.0,2024-03-12,Adorei!
1895,140,988,4.0,2025-12-06,Melhor compra do ano.
1896,140,683,3.0,2025-01-02,
1897,140,114,4.5,2025-02-14,
1898,140,186,5.0,2025-10-24,Custo-benefício excelente.
1899,140,942,4.0,2024-03-23,
1900,141,416,4.5,2025-10-25,Ótimo produto!
1901,141,1354,2.0,2025-01-28,Demorou muito para chegar.
1902,141,1292,4.5,2024-04-19,
1903,141,174,4.0,2025-05-13,
1904,141,389,5.0,2025-03-24,Superou minhas expectativas.
1905,141,1475,3.5,2024-01-26,
1906,141,1002,3.0,2024-09-01,Nem bom nem ruim.
1907,141,631,4.0,2025-10-20,Funciona perfeitamente.
1908,141,76,2.5,2024-01-17,Razoável.
1909,141,831,4.5,2024-02-13,Melhor compra do ano.
1910,141,1389,2.5,2025-04-14,
1911,141,306,4.0,2025-07-03,
1912,142,76,3.0,2024-03-14,
1913,142,1340,3.0,2025-05-15,Nem bom nem ruim.
1914,142,498,3.5,2024-02-16,
1915,142,30,4.0,2024-05-13,Ótimo produto!
1916,142,200,2.5,2024-11-10,Cumpre o prometido.
1917,142,131,4.5,2025-08-28,
1918,142,234,3.0,2024-04-18,Nem bom nem ruim.
1919,142,130,3.5,2024-08-13,
1920,142,691,5.0,2025-03-12,
1921,142,824,2.5,2025-11-25,Regular.
1922,143,659,5.0,2024-05-20,
1923,143,94,3.5,2024-08-06,Razoável.
1924,143,248,5.0,2024-03-05,Adorei!
1925,143,1427,1.0,2024-06-21,Chegou com defeito.
1926,143,499,2.0,2025-03-25,
1927,143,274,1.0,2024-02-11,Demorou muito para chegar.
1928,143,33,2.5,2024-06-10,
1929,143,14,3.5,2024-03-23,Produto ok.
1930,143,1335,1.5,2025-12-24,Não recomendo.
1931,143,1421,5.0,2025-03-02,
1932,143,1418,2.0,2025-05-02,Chegou com defeito.
1933,143,555,4.0,2025-10-17,Adorei!
1934,143,358,3.0,2024-09-01,
1935,143,1222,1.0,2024-02-08,Não funcionou como esperado.
1936,143,181,5.0,2025-09-18,
1937,143,713,4.0,2024-11-04,Melhor compra do ano.
1938,143,394,4.5,2024-08-29,Melhor compra do ano.
1939,143,1268,5.0,2024-04-07,Melhor compra do ano.
1940,143,450,2.5,2025-06-03,Regular.
1941,143,427,3.0,2025-11-06,Cumpre o prometido.
1942,144,1404,2.5,2024-06-01,
1943,144,1019,2.5,2025-04-30,Regular.
1944,144,111,3.0,2024-02-14,
1945,144,430,5.0,2024-10-18,Custo-benefício excelente.
1946,144,929,4.5,2025-09-23,Ótimo produto!
1947,144,361,3.5,2025-07-04,Produto ok.
1948,145,238,1.5,2025-06-11,Qualidade baixa.
1949,145,1214,5.0,2025-03-31,Adorei!
1950,145,1387,1.5,2024-07-22,
1951,145,226,2.5,2024-08-23,Produto ok.
1952,145,845,3.5,2024-08-30,
1953,145,452,3.0,2025-01-19,Nem bom nem ruim.
1954,145,112,5.0,2025-05-11,
1955,145,443,5.0,2024-05-28,
1956,145,365,1.5,2025-04-10,Chegou com defeito.
1957,145,1475,4.5,2025-04-13,Custo-benefício excelente.
1958,145,415,4.0,2024-10-03,Ótimo produto!
1959,145,1165,2.5,2025-12-09,Cumpre o prometido.
1960,145,954,4.0,2024-04-23,Excelente qualidade.
1961,145,451,2.0,2024-12-17,
1962,145,322,2.5,2025-09-10,
1963,145,1253,2.0,2025-10-15,
1964,145,1133,4.5,2025-08-14,
1965,145,844,2.5,2024-03-29,
1966,146,1212,5.0,2024-08-09,Funciona perfeitamente.
1967,146,30,4.0,2024-10-12,
1968,146,508,1.5,2024-09-09,Qualidade baixa.
1969,146,306,3.0,2025-08-28,
1970,146,856,5.0,2024-01-06,
1971,146,964,2.5,2024-02-11,
1972,146,69,4.5,2025-05-31,Adorei!
1973,146,1427,2.0,2025-05-05,
1974,146,1015,2.0,2025-04-08,Decepcionante.
1975,146,1499,3.0,2025-12-10,Cumpre o prometido.
1976,146,735,3.5,2024-05-15,Regular.
1977,146,33,1.0,2024-04-02,Não recomendo.
1978,146,1441,4.5,2024-06-14,Qualidade superior.
1979,146,50,4.0,2025-08-20,
1980,146,284,0.5,2025-04-19,
1981,146,379,3.0,2025-02-19,
1982,146,1284,5.0,2025-01-14,Ótimo produto!
1983,146,145,2.0,2025-10-04,Poderia ser melhor.
1984,147,608,3.0,2024-02-03,Razoável.
1985,147,1255,4.5,2025-12-15,Superou minhas expectativas.
1986,147,166,4.5,2025-12-02,
1987,147,113,4.0,2024-12-09,Custo-benefício excelente.
1988,147,228,4.5,2024-02-22,Funciona perfeitamente.
1989,147,84,3.0,2025-09-25,Cumpre o prometido.
1990,147,1145,5.0,2025-10-25,
1991,147,1453,2.5,2025-07-28,
1992,147,686,3.0,2024-05-21,Produto ok.
1993,147,980,4.0,2025-10-26,
1994,147,1440,5.0,2025-08-17,Superou minhas expectativas.
1995,147,723,4.5,2024-11-24,
1996,147,1394,3.0,2025-05-30,Produto ok.
1997,147,764,3.5,2024-03-05,Dentro do esperado.
1998,147,1079,5.0,2025-05-28,
1999,147,1454,4.5,2025-04-26,Melhor compra do ano.
2000,147,926,1.5,2024-10-26,
2001,147,1420,3.5,2025-11-20,
2002,147,386,4.0,2024-03-08,
2003,148,165,4.0,2024-03-30,Excelente qualidade.
2004,148,158,5.0,2024-10-22,Entrega rápida e produto perfeito.
2005,148,1428,4.0,2024-04-24,Excelente qualidade.
2006,148,1067,1.5,2024-07-28,
2007,148,601,4.0,2024-01-24,Melhor compra do ano.
2008,148,971,2.5,2024-05-15,Dentro do esperado.
2009,148,44,3.0,2025-10-22,Produto ok.
2010,148,476,4.0,2024-01-23,
2011,148,1321,3.5,2025-06-16,Nem bom nem ruim.
2012,148,1343,5.0,2024-12-17,
2013,148,996,4.0,2024-11-30,Melhor compra do ano.
2014,148,912,4.5,2025-07-15,Qualidade superior.
2015,148,628,2.5,2024-05-15,Razoável.
2016,148,992,1.5,2024-08-20,Não recomendo.
2017,148,304,1.5,2024-02-18,Não funcionou como esperado.
2018,148,1267,1.0,2024-06-19,
2019,148,1097,3.0,2025-12-29,Cumpre o prometido.
2020,149,488,3.5,2024-06-14,Razoável.
2021,149,260,3.5,2025-08-11,Razoável.
2022,149,421,2.0,2024-07-07,Decepcionante.
2023,149,650,3.0,2025-11-12,
2024,149,764,4.5,2024-05-31,Excelente qualidade.
2025,149,618,5.0,2025-06-30,Ótimo produto!
2026,149,1023,2.0,2025-02-18,
2027,150,320,2.0,2024-11-23,Poderia ser melhor.
2028,150,1445,4.5,2025-10-24,Entrega rápida e produto perfeito.
2029,150,1366,5.0,2025-08-10,Qualidade superior.
2030,150,694,4.5,2025-03-28,
2031,150,83,4.0,2025-05-05,Melhor compra do ano.
2032,150,631,2.5,2024-04-29,Nem bom nem ruim.
2033,150,914,4.5,2024-08-13,Custo-benefício excelente.
2034,150,1246,4.5,2024-02-26,
2035,150,1079,4.5,2025-08-20,Entrega rápida e produto perfeito.
2036,150,47,3.0,2024-07-19,Dentro do esperado.
2037,150,1376,2.0,2025-11-24,
2038,150,808,4.5,2025-06-08,Custo-benefício excelente.
2039,150,1240,4.0,2025-09-09,Ótimo produto!
2040,150,740,4.0,2025-11-13,Adorei!
2041,150,791,4.5,2025-01-13,Entrega rápida e produto perfeito.
2042,150,720,3.0,2024-12-19,Dentro do esperado.
2043,150,180,4.5,2025-07-28,Funciona perfeitamente.
2044,151,592,2.5,2025-03-29,Regular.
2045,151,1493,2.5,2025-03-10,
2046,151,1203,3.0,2024-05-22,Cumpre o prometido.
2047,151,622,2.0,2024-07-31,Poderia ser melhor.
2048,151,1210,5.0,2024-03-08,
2049,151,14,5.0,2024-03-31,Entrega rápida e produto perfeito.
2050,151,359,1.5,2025-02-28,Chegou com defeito.
2051,151,381,4.5,2024-07-23,
2052,151,1135,5.0,2024-10-23,Entrega rápida e produto perfeito.
2053,151,623,1.5,2025-08-22,Não funcionou como esperado.
2054,151,55,4.0,2024-08-17,
2055,151,538,2.0,2024-06-06,Não funcionou como esperado.
2056,151,1340,4.5,2024-05-07,
2057,151,855,1.5,2024-10-21,Qualidade baixa.
2058,151,245,4.5,2024-01-30,
2059,151,137,4.0,2025-05-19,Custo-benefício excelente.
2060,152,894,0.5,2025-08-02,
2061,152,1405,4.0,2025-10-05,"Muito bom, recomendo."
2062,152,1050,4.5,2025-01-17,
2063,152,532,4.5,2024-01-18,Ótimo produto!
2064,152,655,4.0,2024-05-29,Excelente qualidade.
2065,152,335,4.0,2024-12-31,Custo-benefício excelente.
2066,152,1304,4.5,2025-03-05,
2067,152,100,3.5,2024-12-30,Nem bom nem ruim.
2068,152,158,4.5,2025-10-16,Excelente qualidade.
2069,152,1227,3.5,2024-04-06,
2070,152,661,1.5,2025-07-10,
2071,152,617,4.5,2025-12-02,Custo-benefício excelente.
2072,152,1095,3.5,2024-04-08,Cumpre o prometido.
2073,152,281,4.5,2024-01-14,Custo-benefício excelente.
2074,152,844,3.0,2025-05-11,Cumpre o prometido.
2075,152,447,4.5,2024-04-14,Superou minhas expectativas.
2076,152,1145,0.0,2024-07-11,
2077,152,1090,4.0,2025-06-22,
2078,153,944,4.5,2025-03-03,
2079,153,269,2.5,2024-04-29,
2080,153,714,5.0,2025-05-06,Custo-benefício excelente.
2081,153,906,2.5,2024-05-22,
2082,153,1072,2.0,2025-09-03,
2083,153,353,3.5,2024-12-16,
2084,154,456,3.5,2024-05-01,Regular.
2085,154,1410,4.0,2024-05-25,Excelente qualidade.
2086,154,267,4.0,2024-08-02,
2087,154,1415,1.5,2025-03-11,
2088,154,160,1.5,2024-04-24,Não funcionou como esperado.
2089,154,88,2.0,2025-03-17,Decepcionante.
2090,154,1052,2.5,2025-11-06,Dentro do esperado.
2091,154,519,5.0,2024-05-01,Entrega rápida e produto perfeito.
2092,155,254,3.5,2024-04-08,
2093,155,1204,2.5,2024-07-29,
2094,155,1374,4.5,2024-07-08,"Muito bom, recomendo."
2095,156,1188,4.0,2024-10-11,Excelente qualidade.
2096,156,1493,1.0,2025-05-27,
2097,156,1168,4.0,2025-06-01,Qualidade superior.
2098,156,1084,1.5,2024-01-15,Qualidade baixa.
2099,156,352,4.5,2024-10-15,
2100,156,9,4.5,2025-07-04,
2101,156,439,2.5,2024-04-11,
2102,157,1430,3.0,2025-01-10,Dentro do esperado.
2103,157,220,4.5,2025-11-20,Custo-benefício excelente.
2104,157,869,3.5,2025-01-23,Cumpre o prometido.
2105,157,232,4.5,2025-02-21,
2106,157,254,1.5,2024-11-17,Chegou com defeito.
2107,157,740,2.5,2025-05-22,
2108,157,1479,4.5,2025-07-24,Custo-benefício excelente.
2109,157,237,5.0,2025-05-20,Funciona perfeitamente.
2110,157,639,4.5,2025-09-06,
2111,157,463,3.0,2025-03-30,Razoável.
2112,157,387,4.0,2025-03-14,
2113,157,1391,4.5,2025-05-02,Ótimo produto!
2114,157,1007,4.0,2025-11-21,
2115,157,898,3.0,2025-02-09,Regular.
2116,157,245,4.5,2024-03-28,Adorei!
2117,157,1210,0.5,2025-12-12,
2118,157,133,5.0,2024-06-21,Superou minhas expectativas.
2119,157,411,2.5,2024-12-12,Dentro do esperado.
2120,158,870,3.0,2024-08-26,
2121,158,1462,5.0,2024-10-12,
2122,158,560,1.0,2025-08-30,
2123,158,820,2.0,2025-10-21,Demorou muito para chegar.
2124,158,1048,5.0,2025-05-11,Funciona perfeitamente.
2125,158,251,3.0,2024-04-20,Dentro do esperado.
2126,159,276,2.5,2025-10-05,Regular.
2127,159,140,4.5,2024-02-24,Ótimo produto!
2128,159,784,3.5,2024-07-02,
2129,159,313,2.5,2024-11-30,Nem bom nem ruim.
2130,159,157,3.5,2024-04-08,
2131,159,1009,4.0,2025-06-16,
2132,159,602,5.0,2024-07-25,
2133,159,1034,4.5,2025-05-17,Custo-benefício excelente.
2134,159,1120,3.5,2025-07-07,Produto ok.
2135,159,244,3.0,2025-03-16,Razoável.
2136,160,942,3.0,2025-03-29,Cumpre o prometido.
2137,160,1351,3.0,2025-07-24,
2138,160,1447,3.0,2024-11-06,Dentro do esperado.
2139,160,640,1.5,2024-05-17,
2140,160,225,3.0,2025-05-14,Dentro do esperado.
2141,160,1135,3.5,2025-11-06,
2142,160,963,2.5,2025-08-08,Cumpre o prometido.
2143,160,115,1.5,2025-06-02,Não funcionou como esperado.
2144,160,774,5.0,2025-08-28,
2145,160,583,5.0,2024-12-27,Ótimo produto!
2146,160,93,2.5,2025-08-27,Razoável.
2147,160,1196,3.0,2024-12-23,Regular.
2148,160,780,3.5,2024-12-15,Razoável.
2149,160,844,2.5,2024-12-31,Regular.
2150,160,508,3.0,2024-09-07,Razoável.
2151,161,135,4.0,2025-12-05,
2152,161,692,4.0,2024-04-27,Melhor compra do ano.
2153,161,77,3.5,2024-11-29,Dentro do esperado.
2154,161,1055,2.0,2025-08-04,
2155,161,42,3.5,2024-09-30,
2156,162,774,4.5,2024-11-20,Custo-benefício excelente.
2157,162,201,3.0,2025-08-09,
2158,162,1415,4.5,2024-04-12,
2159,163,1030,3.0,2025-05-23,
2160,163,696,2.0,2025-11-14,Não recomendo.
2161,163,893,3.0,2025-01-07,Regular.
2162,163,1098,4.5,2024-03-18,Entrega rápida e produto perfeito.
2163,163,609,4.5,2024-02-18,
2164,163,463,3.0,2025-02-15,
2165,163,1470,3.5,2024-04-04,
2166,163,1213,3.5,2024-04-07,Produto ok.
2167,163,1088,2.0,2025-08-03,Qualidade baixa.
2168,163,158,2.0,2024-12-21,
2169,163,1034,2.0,2024-11-05,
2170,163,1359,2.5,2025-03-19,Cumpre o prometido.
2171,163,824,0.5,2025-02-28,Não funcionou como esperado.
2172,164,39,3.0,2024-07-03,
2173,164,383,4.5,2025-06-12,Superou minhas expectativas.
2174,164,958,4.0,2025-11-07,Melhor compra do ano.
2175,164,889,3.5,2025-09-21,
2176,164,123,1.5,2025-10-03,Poderia ser melhor.
2177,164,303,3.5,2025-04-18,Regular.
2178,164,615,1.0,2025-12-02,
2179,164,653,4.5,2025-02-24,
2180,164,1299,1.0,2024-03-06,Demorou muito para chegar.
2181,164,588,4.5,2024-09-30,
2182,164,1407,3.5,2024-09-19,
2183,164,489,4.0,2025-02-19,Superou minhas expectativas.
2184,164,503,3.5,2024-01-29,
2185,164,951,2.0,2024-11-13,Demorou muito para chegar.
2186,164,1325,4.5,2025-03-08,
2187,164,327,4.0,2024-07-25,Ótimo produto!
2188,164,569,4.0,2024-09-21,
2189,164,1320,5.0,2024-06-29,
2190,164,41,3.0,2025-05-12,Produto ok.
2191,164,1233,3.0,2024-11-17,Produto ok.
2192,165,1376,1.0,2025-01-07,
2193,165,813,1.5,2024-04-02,
2194,165,484,4.5,2024-05-23,Melhor compra do ano.
2195,165,1069,3.5,2024-05-03,
2196,165,1076,4.0,2025-08-17,"Muito bom, recomendo."
2197,165,1229,2.0,2024-08-31,Poderia ser melhor.
2198,165,1197,1.0,2024-12-03,
2199,165,867,5.0,2024-08-29,"Muito bom, recomendo."
2200,165,439,1.0,2024-06-28,
2201,165,837,2.5,2025-03-26,Nem bom nem ruim.
2202,165,1005,1.5,2024-02-27,Não vale o preço.
2203,165,1118,5.0,2024-11-20,Superou minhas expectativas.
2204,165,297,1.5,2024-10-11,Poderia ser melhor.
2205,165,44,5.0,2024-11-11,
2206,165,72,4.5,2025-09-12,
2207,165,112,3.5,2025-11-09,
2208,166,1132,0.5,2024-09-16,Poderia ser melhor.
2209,166,250,2.0,2025-12-02,Qualidade baixa.
2210,166,796,4.5,2025-03-29,Adorei!
2211,166,617,5.0,2024-09-18,Superou minhas expectativas.
2212,166,431,4.0,2024-10-31,
2213,166,899,4.0,2024-06-13,
2214,166,833,1.0,2025-10-21,
2215,166,165,3.0,2024-10-07,
2216,166,965,1.5,2025-05-18,
2217,166,1470,3.0,2024-12-06,Produto ok.
2218,167,535,2.5,2025-12-16,Razoável.
2219,167,1234,2.5,2025-03-06,
2220,167,670,4.0,2025-07-14,Ótimo produto!
2221,167,1314,4.0,2024-02-23,
2222,167,909,1.5,2025-10-07,
2223,167,7,2.0,2024-05-19,Não recomendo.
2224,167,1180,3.0,2024-11-17,Cumpre o prometido.
2225,167,1058,5.0,2024-09-12,
2226,168,1405,2.5,2025-08-31,Razoável.
2227,168,980,2.5,2025-04-07,
2228,168,534,2.0,2024-05-16,Poderia ser melhor.
2229,168,407,3.0,2024-10-15,Razoável.
2230,168,806,2.5,2024-07-05,
2231,168,460,3.5,2025-08-07,Produto ok.
2232,168,1326,4.5,2025-07-25,
2233,169,948,0.5,2024-04-01,Chegou com defeito.
2234,169,822,3.0,2024-02-20,
2235,169,533,4.5,2025-09-06,Custo-benefício excelente.
2236,169,1162,1.5,2024-06-23,Demorou muito para chegar.
2237,169,1380,4.0,2025-04-09,Superou minhas expectativas.
2238,169,417,2.0,2025-12-31,Não recomendo.
2239,169,1013,0.5,2024-10-21,Demorou muito para chegar.
2240,169,1229,1.5,2024-07-30,Não recomendo.
2241,169,388,4.0,2025-11-24,Adorei!
2242,169,59,5.0,2024-05-29,Entrega rápida e produto perfeito.
2243,170,924,2.5,2025-09-24,
2244,170,1194,4.5,2025-01-13,
2245,170,176,4.0,2025-04-14,Excelente qualidade.
2246,170,1420,2.0,2024-11-27,Qualidade baixa.
2247,170,786,5.0,2025-12-31,
2248,170,525,1.5,2025-09-03,Decepcionante.
2249,170,682,2.0,2024-02-23,
2250,170,726,4.0,2025-04-27,
2251,170,1226,4.0,2025-11-17,
2252,170,11,4.0,2024-02-16,Qualidade superior.
2253,170,620,4.0,2025-01-25,
2254,170,760,1.0,2025-11-18,Decepcionante.
2255,170,368,5.0,2025-08-17,Melhor compra do ano.
2256,170,695,2.0,2025-05-19,
2257,170,184,4.0,2024-05-15,Melhor compra do ano.
2258,171,534,3.0,2024-05-25,Produto ok.
2259,171,1023,2.5,2024-05-10,
2260,171,739,3.0,2024-10-14,
2261,171,540,1.5,2024-10-16,
2262,171,1059,4.0,2024-09-27,Excelente qualidade.
2263,171,1007,4.5,2024-11-19,
2264,171,1139,2.5,2024-06-03,
2265,171,1304,4.5,2025-11-04,
2266,171,387,4.0,2024-02-24,Superou minhas expectativas.
2267,171,74,0.5,2024-07-06,Chegou com defeito.
2268,171,957,2.0,2025-12-23,Não funcionou como esperado.
2269,171,905,3.0,2024-02-11,Regular.
2270,171,994,4.5,2025-07-28,"Muito bom, recomendo."
2271,171,254,3.5,2024-05-31,Cumpre o prometido.
2272,171,370,3.5,2024-10-17,
2273,171,559,4.5,2025-06-04,Qualidade superior.
2274,172,9,4.0,2025-08-20,Qualidade superior.
2275,172,853,5.0,2024-07-03,
2276,172,1021,1.0,2024-09-09,
2277,172,54,3.0,2024-12-02,Regular.
2278,172,808,2.5,2024-05-04,Produto ok.
2279,172,315,5.0,2024-11-27,Funciona perfeitamente.
2280,172,1351,0.5,2025-12-25,Não recomendo.
2281,172,1348,4.5,2025-08-31,Ótimo produto!
2282,172,1275,3.0,2025-11-02,
2283,173,265,4.5,2025-08-05,Ótimo produto!
2284,173,580,4.0,2025-10-21,Ótimo produto!
2285,173,1121,2.0,2024-03-13,
2286,173,190,4.5,2025-01-25,Excelente qualidade.
2287,173,817,1.5,2024-09-02,Qualidade baixa.
2288,173,796,3.0,2024-06-15,
2289,173,1326,3.5,2024-10-18,
2290,173,316,4.0,2025-10-31,Funciona perfeitamente.
2291,173,636,5.0,2025-03-18,
2292,173,269,2.0,2025-09-09,Não vale o preço.
2293,173,1050,2.0,2025-01-11,Não funcionou como esperado.
2294,173,976,3.5,2025-02-01,Nem bom nem ruim.
2295,173,185,1.0,2025-03-09,
2296,174,382,2.5,2025-09-20,Dentro do esperado.
2297,174,83,2.5,2024-04-05,Dentro do esperado.
2298,174,460,5.0,2025-11-23,
2299,174,318,3.0,2025-12-31,
2300,174,1290,5.0,2025-06-23,
2301,174,596,4.0,2024-03-26,"Muito bom, recomendo."
2302,174,616,4.5,2025-05-04,Excelente qualidade.
2303,174,616,5.0,2025-12-01,
2304,174,876,2.5,2025-06-19,Produto ok.
2305,174,157,1.5,2025-07-18,
2306,174,221,4.0,2025-06-09,Adorei!
2307,174,952,2.5,2024-04-06,
2308,174,519,5.0,2025-08-05,Qualidade superior.
2309,174,1032,4.5,2024-03-24,Funciona perfeitamente.
2310,175,805,4.0,2024-07-05,Adorei!
